,addr,ruler,lat,lon,num_rooms,num_floor,num_price,text,dominant_topic,topic_percentage_contrib,sale_category,house_prices,currency,house_prices_usd
57,G  Nzhdeh,one hundred and four square metres,40.15204477,44.48643083,3 room,"  11/11 , new construction ","Sale-150,000$",G  Nzhdeh three room one hundred and four square metres  floor eleventh/eleventh   new construction  Sale-150000$ Two bedroom spacious apartment away Nzhdeh square near metro station Nzhdeh currently sale It cover area occupies th floor building The apartment spacious living room enter kitchen open balcony bedroom bathroom The floor living room kitchen lobby covered press granite floor bedroom covered laminate An air conditioner installed one bedroom another one living room It heated gas boiler The height ceiling meter The balcony wonderful view Garegin Nzhdeh Square biblical Mount Ararat Gardens school kindergarten shop necessary infrastructure located nearby ,1.0,0.3617999851703644,Sale,150000.0,$,150000.0
58,M  Baghramyan ave ,one hundred and three square metres,40.19207378,44.50537996,4 room,  3/9 ,"Sale-128,000$",M  Baghramyan ave  four room one hundred and three square metres  floor third/ninth  Sale-128000$ apartment area sale th floor storey building Baghramyan Avenue The apartment fully repaired The entarcne door metallic window modern plastic one installed air conditioner floor wooden Provided constant water gas Cable TV internet connection available Heated turbo stove The kitchen bathroom tiled spanish tiled equipped sanitary ware The kitchen furnished THere also basement Stone garage provided The price include garage basement ,0.0,0.5098000168800354,Sale,128000.0,$,128000.0
59,Sayat Nova ave ,one hundred and one square metres,40.17740734,44.52612838,3 room,"  10/18 , new construction ","Sale-250,000$",Sayat Nova ave  three room one hundred and one square metres  floor tenth/eighteenth   new construction  Sale-250000$ Two bedroom apartment avenue next Circular park currently sale It cover area occupies th floor new elite building The apartment newly renovated Local heating system installed alongside air conditioner The apartment furnished equipped necessary appliance Security system installed The apartment sale together furniture home appliance Service staff work building ,2.0,0.9854000210762024,Sale,250000.0,$,250000.0
60,Antarayin,two hundred and nine square metres,40.19322666,44.51075897,4 room,"  2/8 , new construction ","Sale-470,000$",Antarayin four room two hundred and nine square metres  floor second/eighth   new construction  Sale-470000$ bedroom bathroom spacious apartment Antarayin street next Cascade Complex currently sale It cover area occupies nd floor new building The apartment newly renovated Centralized heating system installed alongside air conditioner Floor heating available The apartment also open spacious balcony yard area underground parking spot ,2.0,0.9836999773979187,Sale,470000.0,$,470000.0
61,Northern av ,one hundred and twenty square metres,40.18211689,44.51521918,3 room,"  7/10 , new construction ","Sale-425,000$",Northern av  three room one hundred and twenty square metres  floor seventh/tenth   new construction  Sale-425000$ For sale а spacious bright apartment area sqm th floor new monolithic house оn Northern Avenue best part city The apartment completely renovated heating cooling carried centrally The floor lined natural stone high quality oak hardwood laundry room There open balcony beautiful view Both bathroom tiled tile equipped necessary plumbing The apartment tastefully furnished equipped The building security system Nearby Republic Square Opera House branded shop various entertainment venue It sold furniture appliance ,1.0,0.9248999953269958,Sale,425000.0,$,425000.0
62,Arami,one hundred and thirty-five square metres,40.17606584,44.51914135,4 room,"  4/16 , new construction ",Sale-onrequest,Arami four room one hundred and thirty-five square metres  floor fourth/sixteenth   new construction  Sale-onrequest For sale spacious bright apartment area sqm th floor new monolithic building Arami Street near Malibu Park The apartment completely renovated local heating air conditioning system installed floor covered hardwood press granite The apartment furnished comfortable furniture equipped necessary household appliance The kitchen lined stone tile There bathroom lined European tile equipped plumbing fixture There wardrobe The apartment open balcony beautiful view park The house elevator security system Near house shop cafe entertainment venue ,1.0,0.9894999861717224,Sale,0.0,,0.0
63,Komitas ave ,seventy square metres,40.20569608,44.50347637,3 room,  4/9 ,"Sale-89,000$",Komitas ave  three room seventy square metres  floor fourth/ninth  Sale-89000$ Two bedroom apartment Komitas Papazyan crossroad currently sale rent It cover area occupies th floor building The apartment newly renovated yet uninhabited Local heating system installed With additional payment apartment furnished Supermarket Yeritsyan Sons bank branch bus stop located nearby ,2.0,0.8687999844551086,Sale,89000.0,$,89000.0
64,Griboyedov,eighty-seven square metres,40.20893003,44.51395767,3 room,"  5/12 , new construction ",Sale-onrequest,Griboyedov three room eighty-seven square metres  floor fifth/twelfth   new construction  Sale-onrequest apartment area rent th floor storey new residnetial building Gribayedov street The apartment fully repaired populated The entrance door metallic window modern plastic one installed air conditioner floor covered laminate Provided constant water gas Cable tv internet connection available Heated gas boiler The kitchen bathroom tiled equipped sanitary ware All room furnished Outdoor parking provided The building security system beautiful playground located quiet place ,2.0,0.651199996471405,Sale,0.0,,0.0
65,M  Baghramyan ave ,seventy square metres,40.19207378,44.50537996,3 room,"  14/14 , new construction ","Sale-130,000$",M  Baghramyan ave  three room seventy square metres  floor fourteenth/fourteenth   new construction  Sale-130000$ apartment areaq sale rent th floor storey new residential building Baghrmyan Avenue The apartment fully repaired The entrance door metallic window modern plastic one installed air conditioner floor covered laminate Provided constant water gas Cable TV inernet connection available Heated gas boiler The kitchen bathroom tiled equipped sanitary ware The building security system Outdoor parking provided ,2.0,0.7293999791145325,Sale,130000.0,$,130000.0
66,Azatutyan ave ,one hundred and eight square metres,40.19904529,44.52045351,3 room,  4/4 ,Sale-onrequest,Azatutyan ave  three room one hundred and eight square metres  floor fourth/fourth  Sale-onrequest Two bedroom luxurious apartment Azatutyan avenue currently sale rent It cover area occupies th floor storey building The apartment renovated yet uninhabited Two type local heating system installed All room furnished equipped necessary appliance Closets available Cable TV Internet installed From open balcony picturesque view towards Victory park Cascade observed Numerous shop entertainment center found nearby ,2.0,0.9865999817848206,Sale,0.0,,0.0
67,Griboyedov,eighty-six square metres,40.20968865,44.51357514,3 room,  1/5 ,"Sale-91,000$",Griboyedov three room eighty-six square metres  floor first/fifth  Sale-91000$ Two bedroom apartment Mamikonyants Griboyedov crossroad currently sale rent It cover area occupies st floor storey building The apartment renovated Local heating system air conditioner installed All room furnished equipped necessary appliance Cable TV Internet available Educational center supermarket bus stop located nearby ,2.0,0.983299970626831,Sale,91000.0,$,91000.0
68,P Sevak,seventy-two square metres,40.20871936,44.53607842,3 room,  3/5 ,"Sale-81,000$",P Sevak three room seventy-two square metres  floor third/fifth  Sale-81000$ For sale rent uninhabited sunny apartment area sqm rd floor building Sevak Street The apartment completely renovated local heating system installed floor covered laminate press granite The bathroom kitchen tiled equipped plumbing There intercom building Nearby bank school shop cafe entertainment venue ,1.0,0.5497999787330627,Sale,81000.0,$,81000.0
69,Komitas ave  38 3,eighty-four square metres,40.20586,44.506959,3 room,"  14/14 , new construction ","Sale-120,000$",Komitas ave  38 3 three room eighty-four square metres  floor fourteenth/fourteenth   new construction  Sale-120000$ Two bedroom two bathroom apartment Komitas avenue st lane currently sale It cover area occupies th floor new building The apartment partly renovated Iron door euro window installed electric wire installed The apartment open balcony beautiful view city The building elevator ,0.0,0.6434000134468079,Sale,120000.0,$,120000.0
70,Arami,one hundred and thirty square metres,40.18048421,44.51240735,4 room,"  10/14 , new construction ","Sale-400,000$",Arami four room one hundred and thirty square metres  floor tenth/fourteenth   new construction  Sale-400000$ Comfortable large fully furnished apartment rent th floor total new building close medical center Margaryan All utility gas central heating available Current price includes whole furniture home appliаnces Park Republic Square metro staion nearby ,0.0,0.49729999899864197,Sale,400000.0,$,400000.0
